chut;aroma;mleti;velikost;produkt;cena;kenya;guatemala;brasil;costarica;colombia;indonesia;resultTitle;resultDesc
2;8;turek;250g;;;47;53;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 47%<br>Guatemala Tres 53%
2;8;turek;500g;;;47;53;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 47%<br>Guatemala Tres 53%
2;8;turek;1000g;;;47;53;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 47%<br>Guatemala Tres 53%
2;9;cela_zrna;250g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;cela_zrna;500g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;cela_zrna;1000g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;prekapavana;250g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;prekapavana;500g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;prekapavana;1000g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;french_press;250g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;french_press;500g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;french_press;1000g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;espresso;250g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;espresso;500g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;espresso;1000g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;moka;250g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;moka;500g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;moka;1000g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;turek;250g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;turek;500g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
2;9;turek;1000g;;;52;48;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 52%<br>Guatemala Tres 48%
3;0;cela_zrna;250g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;cela_zrna;500g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;cela_zrna;1000g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;prekapavana;250g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;prekapavana;500g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;prekapavana;1000g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;french_press;250g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;french_press;500g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;french_press;1000g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;espresso;250g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;espresso;500g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;espresso;1000g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;moka;250g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;moka;500g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;moka;1000g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;turek;250g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;turek;500g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;0;turek;1000g;;;90;0;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 90%<br>Brazil Facenda Lagoa 10%
3;1;cela_zrna;250g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;cela_zrna;500g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;cela_zrna;1000g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;prekapavana;250g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;prekapavana;500g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;prekapavana;1000g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;french_press;250g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;french_press;500g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;french_press;1000g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;espresso;250g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;espresso;500g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;espresso;1000g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;moka;250g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;moka;500g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;moka;1000g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;turek;250g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;turek;500g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;1;turek;1000g;;;87;0;13;0;0;0;Směs kávy<br>100% Arabica;Kenya 87%<br>Brazil Facenda Lagoa 13%
3;2;cela_zrna;250g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;cela_zrna;500g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;cela_zrna;1000g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;prekapavana;250g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;prekapavana;500g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;prekapavana;1000g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;french_press;250g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;french_press;500g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;french_press;1000g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;espresso;250g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;espresso;500g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;espresso;1000g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;moka;250g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;moka;500g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;moka;1000g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;turek;250g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;turek;500g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;2;turek;1000g;;;85;0;15;0;0;0;Směs kávy<br>100% Arabica;Kenya 85%<br>Brazil Facenda Lagoa 15%
3;3;cela_zrna;250g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;cela_zrna;500g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;cela_zrna;1000g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;prekapavana;250g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;prekapavana;500g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;prekapavana;1000g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;french_press;250g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;french_press;500g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;french_press;1000g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;espresso;250g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;espresso;500g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;espresso;1000g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;moka;250g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;moka;500g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;moka;1000g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;turek;250g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;turek;500g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;3;turek;1000g;;;86;14;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 86%<br>Guatemala Tres 14%
3;4;cela_zrna;250g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;cela_zrna;500g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;cela_zrna;1000g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;prekapavana;250g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;prekapavana;500g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;prekapavana;1000g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;french_press;250g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;french_press;500g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;french_press;1000g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;espresso;250g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;espresso;500g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;espresso;1000g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;moka;250g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;moka;500g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;moka;1000g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;turek;250g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;turek;500g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;4;turek;1000g;;;75;15;10;0;0;0;Směs kávy<br>100% Arabica;Kenya 75%<br>Guatemala Tres 15%<br>Brazil Facenda Lagoa 10%
3;5;cela_zrna;250g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;cela_zrna;500g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;cela_zrna;1000g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;prekapavana;250g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;prekapavana;500g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;prekapavana;1000g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;french_press;250g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;french_press;500g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;french_press;1000g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;espresso;250g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;espresso;500g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;espresso;1000g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;moka;250g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;moka;500g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;moka;1000g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;turek;250g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;turek;500g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;5;turek;1000g;;;64;32;4;0;0;0;Směs kávy<br>100% Arabica;Kenya 64%<br>Guatemala Tres 32%<br>Brazil Facenda Lagoa 4%
3;6;cela_zrna;250g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;cela_zrna;500g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;cela_zrna;1000g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;prekapavana;250g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;prekapavana;500g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;prekapavana;1000g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;french_press;250g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;french_press;500g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;french_press;1000g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;espresso;250g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;espresso;500g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;espresso;1000g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;moka;250g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;moka;500g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;moka;1000g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;turek;250g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;turek;500g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;6;turek;1000g;;;50;48;0;2;0;0;Směs kávy<br>100% Arabica;Kenya 50%<br>Guatemala Tres 48%<br>Costa Rica Tarazzu 2%
3;7;cela_zrna;250g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;cela_zrna;500g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;cela_zrna;1000g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;prekapavana;250g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;prekapavana;500g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;prekapavana;1000g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;french_press;250g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;french_press;500g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;french_press;1000g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;espresso;250g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;espresso;500g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;espresso;1000g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;moka;250g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;moka;500g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;moka;1000g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;turek;250g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;turek;500g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;7;turek;1000g;;;46;51;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 46%<br>Guatemala Tres 51%<br>Costa Rica Tarazzu 3%
3;8;cela_zrna;250g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;cela_zrna;500g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;cela_zrna;1000g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;prekapavana;250g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;prekapavana;500g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;prekapavana;1000g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;french_press;250g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;french_press;500g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;french_press;1000g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;espresso;250g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;espresso;500g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;espresso;1000g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;moka;250g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;moka;500g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;moka;1000g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;turek;250g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;turek;500g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;8;turek;1000g;;;44;53;0;3;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 53%<br>Costa Rica Tarazzu 3%
3;9;cela_zrna;250g;;;44;56;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 56%
3;9;cela_zrna;500g;;;44;56;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 56%
3;9;cela_zrna;1000g;;;44;56;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 56%
3;9;prekapavana;250g;;;44;56;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 56%
3;9;prekapavana;500g;;;44;56;0;0;0;0;Směs kávy<br>100% Arabica;Kenya 44%<br>Guatemala Tres 56%
