zaklad;prisada_1;prisada_2;velikost;produkt;cena;zaklad_g;prisada_1g;prisada_2g;resultTitle;resultDesc
cerny;ostruzina;banan;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Banán
cerny;ostruzina;boruvka;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Borůvka
cerny;ostruzina;boruvka;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Borůvka
cerny;ostruzina;boruvka;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Borůvka
cerny;ostruzina;brusinka;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Brusinka
cerny;ostruzina;brusinka;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Brusinka
cerny;ostruzina;brusinka;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Brusinka
cerny;ostruzina;cerny_rybiz;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Černý rybíz
cerny;ostruzina;cerny_rybiz;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Černý rybíz
cerny;ostruzina;cerny_rybiz;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Černý rybíz
cerny;ostruzina;hruska;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Hruška
cerny;ostruzina;hruska;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Hruška
cerny;ostruzina;hruska;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Hruška
cerny;ostruzina;jablko;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Jablko
cerny;ostruzina;jablko;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Jablko
cerny;ostruzina;jablko;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Jablko
cerny;ostruzina;jahoda;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Jahoda
cerny;ostruzina;jahoda;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Jahoda
cerny;ostruzina;jahoda;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Jahoda
cerny;ostruzina;kustovnice;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Kustovnice
cerny;ostruzina;kustovnice;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Kustovnice
cerny;ostruzina;kustovnice;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Kustovnice
cerny;ostruzina;malina;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Malina
cerny;ostruzina;malina;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Malina
cerny;ostruzina;malina;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Malina
cerny;ostruzina;mango;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Mango
cerny;ostruzina;mango;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Mango
cerny;ostruzina;mango;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Mango
cerny;ostruzina;ostruzina;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina
cerny;ostruzina;ostruzina;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina
cerny;ostruzina;ostruzina;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina
cerny;ostruzina;rakytnik;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Rakytník
cerny;ostruzina;rakytnik;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Rakytník
cerny;ostruzina;rakytnik;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Rakytník
cerny;ostruzina;visen;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Višeň
cerny;ostruzina;visen;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Višeň
cerny;ostruzina;visen;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Ostružina<br>Višeň
cerny;rakytnik;undefined;50g;;;40;10;0;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník
cerny;rakytnik;undefined;100g;;;80;20;0;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník
cerny;rakytnik;undefined;200g;;;160;40;0;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník
cerny;rakytnik;ananas;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Ananas
cerny;rakytnik;ananas;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Ananas
cerny;rakytnik;ananas;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Ananas
cerny;rakytnik;banan;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Banán
cerny;rakytnik;banan;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Banán
cerny;rakytnik;banan;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Banán
cerny;rakytnik;boruvka;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Borůvka
cerny;rakytnik;boruvka;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Borůvka
cerny;rakytnik;boruvka;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Borůvka
cerny;rakytnik;brusinka;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Brusinka
cerny;rakytnik;brusinka;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Brusinka
cerny;rakytnik;brusinka;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Brusinka
cerny;rakytnik;cerny_rybiz;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Černý rybíz
cerny;rakytnik;cerny_rybiz;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Černý rybíz
cerny;rakytnik;cerny_rybiz;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Černý rybíz
cerny;rakytnik;hruska;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Hruška
cerny;rakytnik;hruska;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Hruška
cerny;rakytnik;hruska;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Hruška
cerny;rakytnik;jablko;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Jablko
cerny;rakytnik;jablko;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Jablko
cerny;rakytnik;jablko;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Jablko
cerny;rakytnik;jahoda;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Jahoda
cerny;rakytnik;jahoda;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Jahoda
cerny;rakytnik;jahoda;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Jahoda
cerny;rakytnik;kustovnice;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Kustovnice
cerny;rakytnik;kustovnice;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Kustovnice
cerny;rakytnik;kustovnice;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Kustovnice
cerny;rakytnik;malina;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Malina
cerny;rakytnik;malina;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Malina
cerny;rakytnik;malina;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Malina
cerny;rakytnik;mango;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Mango
cerny;rakytnik;mango;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Mango
cerny;rakytnik;mango;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Mango
cerny;rakytnik;ostruzina;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Ostružina
cerny;rakytnik;ostruzina;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Ostružina
cerny;rakytnik;ostruzina;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Ostružina
cerny;rakytnik;rakytnik;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník
cerny;rakytnik;rakytnik;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník
cerny;rakytnik;rakytnik;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník
cerny;rakytnik;visen;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Višeň
cerny;rakytnik;visen;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Višeň
cerny;rakytnik;visen;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Rakytník<br>Višeň
cerny;visen;undefined;50g;;;40;10;0;Černý čaj - Ceylon<br>BOP1 Blend;Višeň
cerny;visen;undefined;100g;;;80;20;0;Černý čaj - Ceylon<br>BOP1 Blend;Višeň
cerny;visen;undefined;200g;;;160;40;0;Černý čaj - Ceylon<br>BOP1 Blend;Višeň
cerny;visen;ananas;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Ananas
cerny;visen;ananas;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Ananas
cerny;visen;ananas;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Ananas
cerny;visen;banan;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Banán
cerny;visen;banan;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Banán
cerny;visen;banan;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Banán
cerny;visen;boruvka;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Borůvka
cerny;visen;boruvka;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Borůvka
cerny;visen;boruvka;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Borůvka
cerny;visen;brusinka;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Brusinka
cerny;visen;brusinka;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Brusinka
cerny;visen;brusinka;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Brusinka
cerny;visen;cerny_rybiz;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Černý rybíz
cerny;visen;cerny_rybiz;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Černý rybíz
cerny;visen;cerny_rybiz;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Černý rybíz
cerny;visen;hruska;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Hruška
cerny;visen;hruska;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Hruška
cerny;visen;hruska;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Hruška
cerny;visen;jablko;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Jablko
cerny;visen;jablko;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Jablko
cerny;visen;jablko;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Jablko
cerny;visen;jahoda;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Jahoda
cerny;visen;jahoda;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Jahoda
cerny;visen;jahoda;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Jahoda
cerny;visen;kustovnice;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Kustovnice
cerny;visen;kustovnice;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Kustovnice
cerny;visen;kustovnice;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Kustovnice
cerny;visen;malina;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Malina
cerny;visen;malina;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Malina
cerny;visen;malina;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Malina
cerny;visen;mango;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Mango
cerny;visen;mango;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Mango
cerny;visen;mango;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Mango
cerny;visen;ostruzina;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Ostružina
cerny;visen;ostruzina;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Ostružina
cerny;visen;ostruzina;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Ostružina
cerny;visen;rakytnik;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Rakytník
cerny;visen;rakytnik;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Rakytník
cerny;visen;rakytnik;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Višeň<br>Rakytník
cerny;visen;visen;50g;;;40;5;5;Černý čaj - Ceylon<br>BOP1 Blend;Višeň
cerny;visen;visen;100g;;;80;10;10;Černý čaj - Ceylon<br>BOP1 Blend;Višeň
cerny;visen;visen;200g;;;160;20;20;Černý čaj - Ceylon<br>BOP1 Blend;Višeň
oolong;undefined;undefined;50g;;;50;0;0;Oolong - Formosa<br>Oolong;
oolong;undefined;undefined;100g;;;100;0;0;Oolong - Formosa<br>Oolong;
oolong;undefined;undefined;200g;;;200;0;0;Oolong - Formosa<br>Oolong;
oolong;undefined;ananas;50g;;;40;0;10;Oolong - Formosa<br>Oolong;Ananas
oolong;undefined;ananas;100g;;;80;0;20;Oolong - Formosa<br>Oolong;Ananas
oolong;undefined;ananas;200g;;;160;0;40;Oolong - Formosa<br>Oolong;Ananas
oolong;undefined;banan;50g;;;40;0;10;Oolong - Formosa<br>Oolong;Banán
oolong;undefined;banan;100g;;;80;0;20;Oolong - Formosa<br>Oolong;Banán
oolong;undefined;banan;200g;;;160;0;40;Oolong - Formosa<br>Oolong;Banán
oolong;undefined;boruvka;50g;;;40;0;10;Oolong - Formosa<br>Oolong;Borůvka
oolong;undefined;boruvka;100g;;;80;0;20;Oolong - Formosa<br>Oolong;Borůvka
oolong;undefined;boruvka;200g;;;160;0;40;Oolong - Formosa<br>Oolong;Borůvka
oolong;undefined;brusinka;50g;;;40;0;10;Oolong - Formosa<br>Oolong;Brusinka
oolong;undefined;brusinka;100g;;;80;0;20;Oolong - Formosa<br>Oolong;Brusinka
oolong;undefined;brusinka;200g;;;160;0;40;Oolong - Formosa<br>Oolong;Brusinka
oolong;undefined;cerny_rybiz;50g;;;40;0;10;Oolong - Formosa<br>Oolong;Černý rybíz
oolong;undefined;cerny_rybiz;100g;;;80;0;20;Oolong - Formosa<br>Oolong;Černý rybíz
oolong;undefined;cerny_rybiz;200g;;;160;0;40;Oolong - Formosa<br>Oolong;Černý rybíz
oolong;undefined;hruska;50g;;;40;0;10;Oolong - Formosa<br>Oolong;Hruška
oolong;undefined;hruska;100g;;;80;0;20;Oolong - Formosa<br>Oolong;Hruška
oolong;undefined;hruska;200g;;;160;0;40;Oolong - Formosa<br>Oolong;Hruška
oolong;undefined;jablko;50g;;;40;0;10;Oolong - Formosa<br>Oolong;Jablko
oolong;undefined;jablko;100g;;;80;0;20;Oolong - Formosa<br>Oolong;Jablko
oolong;undefined;jablko;200g;;;160;0;40;Oolong - Formosa<br>Oolong;Jablko
oolong;undefined;jahoda;50g;;;40;0;10;Oolong - Formosa<br>Oolong;Jahoda
oolong;undefined;jahoda;100g;;;80;0;20;Oolong - Formosa<br>Oolong;Jahoda
oolong;undefined;jahoda;200g;;;160;0;40;Oolong - Formosa<br>Oolong;Jahoda
oolong;undefined;kustovnice;50g;;;40;0;10;Oolong - Formosa<br>Oolong;Kustovnice
oolong;undefined;kustovnice;100g;;;80;0;20;Oolong - Formosa<br>Oolong;Kustovnice
oolong;undefined;kustovnice;200g;;;160;0;40;Oolong - Formosa<br>Oolong;Kustovnice
oolong;undefined;malina;50g;;;40;0;10;Oolong - Formosa<br>Oolong;Malina
oolong;undefined;malina;100g;;;80;0;20;Oolong - Formosa<br>Oolong;Malina
oolong;undefined;malina;200g;;;160;0;40;Oolong - Formosa<br>Oolong;Malina
oolong;undefined;mango;50g;;;40;0;10;Oolong - Formosa<br>Oolong;Mango
oolong;undefined;mango;100g;;;80;0;20;Oolong - Formosa<br>Oolong;Mango
oolong;undefined;mango;200g;;;160;0;40;Oolong - Formosa<br>Oolong;Mango
oolong;undefined;ostruzina;50g;;;40;0;10;Oolong - Formosa<br>Oolong;Ostružina
oolong;undefined;ostruzina;100g;;;80;0;20;Oolong - Formosa<br>Oolong;Ostružina
oolong;undefined;ostruzina;200g;;;160;0;40;Oolong - Formosa<br>Oolong;Ostružina
oolong;undefined;rakytnik;50g;;;40;0;10;Oolong - Formosa<br>Oolong;Rakytník
oolong;undefined;rakytnik;100g;;;80;0;20;Oolong - Formosa<br>Oolong;Rakytník
oolong;undefined;rakytnik;200g;;;160;0;40;Oolong - Formosa<br>Oolong;Rakytník
oolong;undefined;visen;50g;;;40;0;10;Oolong - Formosa<br>Oolong;Višeň
oolong;undefined;visen;100g;;;80;0;20;Oolong - Formosa<br>Oolong;Višeň
oolong;undefined;visen;200g;;;160;0;40;Oolong - Formosa<br>Oolong;Višen
oolong;ananas;undefined;50g;;;40;10;0;Oolong - Formosa<br>Oolong;Ananas
oolong;ananas;undefined;100g;;;80;20;0;Oolong - Formosa<br>Oolong;Ananas
oolong;ananas;undefined;200g;;;160;40;0;Oolong - Formosa<br>Oolong;Ananas
oolong;ananas;ananas;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ananas
oolong;ananas;ananas;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ananas
oolong;ananas;ananas;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ananas
oolong;ananas;banan;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ananas<br>Banán
oolong;ananas;banan;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ananas<br>Banán
oolong;ananas;banan;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ananas<br>Banán
oolong;ananas;boruvka;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ananas<br>Borůvka
oolong;ananas;boruvka;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ananas<br>Borůvka
oolong;ananas;boruvka;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ananas<br>Borůvka
oolong;ananas;brusinka;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ananas<br>Brusinka
oolong;ananas;brusinka;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ananas<br>Brusinka
oolong;ananas;brusinka;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ananas<br>Brusinka
oolong;ananas;cerny_rybiz;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ananas<br>Černý rybíz
oolong;ananas;cerny_rybiz;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ananas<br>Černý rybíz
oolong;ananas;cerny_rybiz;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ananas<br>Černý rybíz
oolong;ananas;hruska;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ananas<br>Hruška
oolong;ananas;hruska;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ananas<br>Hruška
oolong;ananas;hruska;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ananas<br>Hruška
oolong;ananas;jablko;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ananas<br>Jablko
oolong;ananas;jablko;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ananas<br>Jablko
oolong;ananas;jablko;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ananas<br>Jablko
oolong;ananas;jahoda;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ananas<br>Jahoda
oolong;ananas;jahoda;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ananas<br>Jahoda
oolong;ananas;jahoda;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ananas<br>Jahoda
oolong;ananas;kustovnice;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ananas<br>Kustovnice
oolong;ananas;kustovnice;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ananas<br>Kustovnice
oolong;ananas;kustovnice;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ananas<br>Kustovnice
oolong;ananas;malina;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ananas<br>Malina
oolong;ananas;malina;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ananas<br>Malina
oolong;ananas;malina;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ananas<br>Malina
oolong;ananas;mango;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ananas<br>Mango
oolong;ananas;mango;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ananas<br>Mango
oolong;ananas;mango;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ananas<br>Mango
oolong;ananas;ostruzina;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ananas<br>Ostružina
oolong;ananas;ostruzina;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ananas<br>Ostružina
oolong;ananas;ostruzina;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ananas<br>Ostružina
oolong;ananas;rakytnik;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ananas<br>Rakytník
oolong;ananas;rakytnik;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ananas<br>Rakytník
oolong;ananas;rakytnik;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ananas<br>Rakytník
oolong;ananas;visen;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Ananas<br>Višeň
oolong;ananas;visen;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Ananas<br>Višeň
oolong;ananas;visen;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Ananas<br>Višeň
oolong;banan;undefined;50g;;;40;10;0;Oolong - Formosa<br>Oolong;Banán
oolong;banan;undefined;100g;;;80;20;0;Oolong - Formosa<br>Oolong;Banán
oolong;banan;undefined;200g;;;160;40;0;Oolong - Formosa<br>Oolong;Banán
oolong;banan;ananas;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Banán<br>Ananas
oolong;banan;ananas;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Banán<br>Ananas
oolong;banan;ananas;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Banán<br>Ananas
oolong;banan;banan;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Banán
oolong;banan;banan;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Banán
oolong;banan;banan;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Banán
oolong;banan;boruvka;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Banán<br>Borůvka
oolong;banan;boruvka;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Banán<br>Borůvka
oolong;banan;boruvka;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Banán<br>Borůvka
oolong;banan;brusinka;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Banán<br>Brusinka
oolong;banan;brusinka;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Banán<br>Brusinka
oolong;banan;brusinka;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Banán<br>Brusinka
oolong;banan;cerny_rybiz;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Banán<br>Černý rybíz
oolong;banan;cerny_rybiz;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Banán<br>Černý rybíz
oolong;banan;cerny_rybiz;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Banán<br>Černý rybíz
oolong;banan;hruska;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Banán<br>Hruška
oolong;banan;hruska;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Banán<br>Hruška
oolong;banan;hruska;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Banán<br>Hruška
oolong;banan;jablko;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Banán<br>Jablko
oolong;banan;jablko;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Banán<br>Jablko
oolong;banan;jablko;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Banán<br>Jablko
oolong;banan;jahoda;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Banán<br>Jahoda
oolong;banan;jahoda;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Banán<br>Jahoda
oolong;banan;jahoda;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Banán<br>Jahoda
oolong;banan;kustovnice;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Banán<br>Kustovnice
oolong;banan;kustovnice;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Banán<br>Kustovnice
oolong;banan;kustovnice;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Banán<br>Kustovnice
oolong;banan;malina;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Banán<br>Malina
oolong;banan;malina;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Banán<br>Malina
oolong;banan;malina;200g;;;160;20;20;Oolong - Formosa<br>Oolong;Banán<br>Malina
oolong;banan;mango;50g;;;40;5;5;Oolong - Formosa<br>Oolong;Banán<br>Mango
oolong;banan;mango;100g;;;80;10;10;Oolong - Formosa<br>Oolong;Banán<br>Mango
